date,flight_number,route,aircraft_type,seats,distance_nm,scheduled_block_hours,actual_block_hours,dep_time_local,arr_time_sched_local,arr_time_actual_local,dep_delay_min,arr_delay_min,otp_arrival_15m,turnaround_time_min,weather_index,atc_congestion_index,wind_component_index,load_factor,pax,payload_kg,fuel_burn_kg,fuel_cost_inr_thousands,crew_cost_inr_thousands,maint_cost_inr_thousands,other_cost_inr_thousands,total_cost_inr_thousands,revenue_inr_thousands,profit_inr_thousands,extra_flight_possible_flag
2024-10-27,6E 2003,DEL-BOM,A320ceo,180,707,2.22,2.24,13:00,15:12,15:16,3.7,4.0,1,36,0.214,0.174,0.139,0.846,152,3010,5192,315.5,58.1,31.3,25.1,430.1,1263.7,833.6,0
2025-01-08,6E 2001,DEL-BOM,A320ceo,180,707,2.38,2.58,08:00,10:22,10:47,8.6,24.7,0,28,0.445,0.202,0.154,0.75,135,2238,5991,369.4,67.2,36.2,28.1,500.9,1139.4,638.5,0
2025-01-09,6E 2000,DEL-BOM,A321neo,232,707,2.33,2.38,05:30,07:49,07:58,-0.4,8.6,1,32,0.565,0.219,0.183,0.721,167,3891,5444,363.2,71.5,32.2,20.3,487.2,1096.7,609.5,0
2025-04-24,6E 2002,DEL-BOM,A321neo,232,707,2.22,2.32,10:30,12:43,12:49,-1.2,6.1,1,40,0.12,0.164,0.048,0.832,193,3984,5307,325.8,69.7,31.4,28.1,455.0,1522.7,1067.7,0
2024-11-25,6E 2000,DEL-BOM,A321neo,232,707,2.2,2.15,05:30,07:42,07:43,3.6,1.8,1,35,0.082,0.196,-0.034,0.913,212,3860,4911,364.8,64.5,29.0,18.2,476.7,1760.3,1283.6,0
2025-02-17,6E 2005,DEL-BOM,A320ceo,180,707,2.26,2.22,18:00,20:15,20:33,17.2,17.8,0,38,0.233,0.247,0.143,0.887,160,3317,5154,380.7,57.7,31.1,26.4,495.9,1092.6,596.6,0
2025-04-11,6E 2001,DEL-BOM,A320neo,186,707,2.23,2.29,08:00,10:13,10:30,15.7,16.3,0,38,0.069,0.399,0.236,0.978,182,3582,4848,328.7,64.2,27.5,21.6,442.1,1383.7,941.6,0
2024-10-14,6E 2005,DEL-BOM,A320neo,186,707,2.23,2.26,18:00,20:13,20:19,6.5,6.0,1,37,0.186,0.301,0.168,0.907,169,3216,4766,330.2,63.2,27.1,28.0,448.5,1408.8,960.4,0
2024-12-02,6E 2005,DEL-BOM,A320neo,186,707,2.35,2.47,18:00,20:21,20:48,15.3,27.8,0,31,0.652,0.404,0.232,0.926,172,2866,5206,364.5,69.0,29.6,18.5,481.6,1457.2,975.7,0
2025-08-05,6E 2003,DEL-BOM,A320ceo,180,707,2.25,2.27,13:00,15:15,15:23,6.2,8.8,1,35,0.446,0.175,0.103,0.932,168,3835,5278,354.1,59.0,31.8,29.7,474.7,1050.2,575.5,0
2025-03-14,6E 2004,DEL-BOM,A320neo,186,707,2.2,2.3,15:30,17:42,17:48,1.5,6.0,1,40,0.185,0.175,0.139,0.966,180,2286,4852,302.2,64.4,27.6,29.7,423.9,1154.8,730.9,0
2025-04-11,6E 2007,DEL-BOM,A321neo,232,707,2.26,2.31,23:00,01:15,01:21,1.9,5.7,1,43,0.118,0.072,0.003,0.941,218,3995,5274,337.7,69.3,31.2,15.1,453.2,1754.5,1301.3,0
2025-07-15,6E 2001,DEL-BOM,A320ceo,180,707,2.29,2.29,08:00,10:17,10:24,7.8,6.9,1,35,0.586,0.363,0.021,0.922,166,2750,5315,375.6,59.5,32.1,27.8,495.1,1451.7,956.6,0
2024-08-30,6E 2003,DEL-BOM,A320neo,186,707,2.25,2.34,13:00,15:15,15:38,18.1,23.7,0,36,0.596,0.157,0.169,0.713,133,2501,4931,300.2,65.4,28.0,27.9,421.6,963.7,542.1,0
2025-08-12,6E 2004,DEL-BOM,A321neo,232,707,2.27,2.28,15:30,17:45,17:56,8.0,11.0,1,35,0.365,0.206,0.015,0.75,174,3392,5211,341.0,68.5,30.8,18.3,458.7,1300.0,841.3,0
2025-05-25,6E 2006,DEL-BOM,A320ceo,180,707,2.2,2.25,20:30,22:42,22:51,6.1,9.4,1,35,0.208,0.38,-0.032,0.945,170,3764,5222,391.5,58.4,31.4,28.3,509.7,1350.3,840.6,0
2024-10-24,6E 2007,DEL-BOM,A320ceo,180,707,2.24,2.22,23:00,01:14,01:23,8.1,9.3,1,38,0.145,0.099,0.067,0.925,167,2711,5140,325.5,57.6,31.0,20.2,434.4,1155.0,720.7,0
2025-07-06,6E 2005,DEL-BOM,A320neo,186,707,2.25,2.39,18:00,20:15,20:38,9.6,23.5,0,32,0.323,0.369,-0.048,0.919,171,3493,5052,315.2,66.9,28.7,20.1,430.9,1445.3,1014.4,0
2024-10-05,6E 2000,DEL-BOM,A320neo,186,707,2.21,2.32,05:30,07:42,07:49,-0.3,6.2,1,40,0.165,0.0,-0.093,0.804,150,2424,4902,359.2,65.1,27.9,21.7,473.9,921.5,447.6,0
2024-09-27,6E 2001,DEL-BOM,A320ceo,180,707,2.31,2.31,08:00,10:18,10:31,12.9,13.2,1,32,0.401,0.21,-0.022,0.853,154,3759,5364,327.9,60.0,32.3,24.9,445.1,1300.4,855.3,0
2025-02-16,6E 2004,DEL-BOM,A320neo,186,707,2.24,2.44,15:30,17:44,18:11,16.6,26.9,0,39,0.139,0.074,-0.043,0.759,141,2232,5145,366.1,68.3,29.3,22.3,486.1,1167.8,681.7,0
2025-07-17,6E 2004,DEL-BOM,A320neo,186,707,2.29,2.35,15:30,17:47,17:57,6.1,10.5,1,30,0.358,0.076,0.135,0.861,160,3144,4962,318.9,65.8,28.2,21.7,434.6,956.7,522.1,0
2025-05-16,6E 2003,DEL-BOM,A321neo,232,707,2.25,2.36,13:00,15:14,15:28,8.5,13.6,1,39,0.161,0.148,0.108,0.794,184,3191,5381,368.5,70.8,31.9,15.6,486.8,1108.1,621.3,0
2025-03-25,6E 2007,DEL-BOM,A320ceo,180,707,2.22,2.32,23:00,01:12,01:33,10.9,20.8,0,39,0.245,0.145,0.13,0.782,141,3116,5382,399.5,60.3,32.4,23.2,515.3,825.6,310.3,0
2024-11-08,6E 2005,DEL-BOM,A320ceo,180,707,2.23,2.45,18:00,20:13,20:31,2.7,18.1,0,42,0.226,0.343,0.076,0.8,144,2854,5695,349.2,63.8,34.4,15.1,462.5,1247.5,785.0,0
2025-05-05,6E 2005,DEL-BOM,A320neo,186,707,2.21,2.26,18:00,20:12,20:28,15.1,15.8,0,31,0.092,0.269,-0.142,0.874,163,2747,4765,327.8,63.2,27.1,24.0,442.1,1291.2,849.1,0
2024-11-23,6E 2003,DEL-BOM,A320neo,186,707,2.22,2.26,13:00,15:13,15:25,6.1,12.0,1,36,0.055,0.16,0.112,0.876,163,3567,4778,306.6,63.3,27.1,28.5,425.5,1340.1,914.6,0
2024-12-31,6E 2004,DEL-BOM,A320neo,186,707,2.33,2.3,15:30,17:49,18:11,23.1,21.6,0,39,0.338,0.166,0.101,0.901,167,3134,4854,323.9,64.3,27.6,17.7,433.5,1184.3,750.8,0
2025-01-20,6E 2003,DEL-BOM,A320ceo,180,707,2.35,2.53,13:00,15:21,15:52,20.6,31.6,0,39,0.606,0.192,0.211,0.837,151,2731,5865,422.3,65.7,35.4,21.9,545.4,1030.9,485.6,0
2025-03-01,6E 2001,DEL-BOM,A320ceo,180,707,2.26,2.22,08:00,10:15,10:17,7.2,1.7,1,38,0.107,0.285,0.184,0.797,143,2656,5144,312.0,57.6,31.0,21.7,422.4,845.7,423.4,0
2025-04-24,6E 2003,DEL-BOM,A321neo,232,707,2.23,2.28,13:00,15:13,15:33,10.2,19.5,0,40,0.1,0.121,0.346,0.921,214,2971,5190,374.5,68.3,30.7,28.1,501.6,1109.0,607.4,0
2024-09-14,6E 2001,DEL-BOM,A320neo,186,707,2.25,2.47,08:00,10:15,10:39,14.3,24.3,0,40,0.586,0.245,0.175,0.773,144,2810,5214,362.6,69.2,29.6,18.1,479.6,979.0,499.4,0
2025-04-12,6E 2007,DEL-BOM,A321neo,232,707,2.21,2.24,23:00,01:12,01:32,15.4,20.1,0,41,0.208,0.153,0.076,0.886,206,2838,5094,370.8,67.1,30.2,20.5,488.5,1128.5,639.9,0
2024-10-02,6E 2007,DEL-BOM,A321neo,232,707,2.23,2.25,23:00,01:13,01:15,1.8,2.1,1,41,0.215,0.054,0.004,0.795,184,4218,5129,370.9,67.4,30.3,22.7,491.3,1257.5,766.3,0
2025-02-23,6E 2004,DEL-BOM,A320neo,186,707,2.21,2.23,15:30,17:42,17:57,10.4,14.3,1,36,0.159,0.174,0.187,0.91,169,3686,4707,339.8,62.3,26.7,25.8,454.7,1356.0,901.3,0
2025-04-11,6E 2004,DEL-BOM,A320neo,186,707,2.21,2.25,15:30,17:42,17:47,2.3,5.0,1,43,0.213,0.141,0.097,0.74,138,2482,4756,317.6,63.1,27.1,21.5,429.3,794.5,365.3,0
2024-11-29,6E 2000,DEL-BOM,A321neo,232,707,2.24,2.39,05:30,07:44,07:47,-3.0,2.6,1,45,0.184,0.082,0.113,0.815,189,3077,5458,357.2,71.8,32.3,19.9,481.3,1653.8,1172.6,0
2025-02-14,6E 2003,DEL-BOM,A321neo,232,707,2.2,2.33,13:00,15:12,15:31,13.9,19.1,0,41,0.235,0.098,0.169,0.821,190,3251,5307,382.8,69.8,31.4,19.0,503.0,1001.5,498.4,0
2024-10-06,6E 2000,DEL-BOM,A321neo,232,707,2.2,2.36,05:30,07:42,08:02,9.0,20.0,0,33,0.058,0.0,0.058,0.927,215,4307,5404,375.0,70.9,31.9,25.5,503.4,1452.3,948.9,0
2024-10-01,6E 2002,DEL-BOM,A321neo,232,707,2.22,2.31,10:30,12:43,12:55,7.0,12.0,1,34,0.068,0.363,0.105,0.94,218,3931,5276,328.4,69.3,31.2,17.0,445.9,1180.0,734.1,0
2025-05-18,6E 2007,DEL-BOM,A320neo,186,707,2.23,2.21,23:00,01:13,01:10,-1.7,-2.9,1,31,0.07,0.091,-0.174,0.99,184,3522,4679,297.1,62.0,26.6,26.0,411.7,1592.0,1180.3,0
2024-10-11,6E 2001,DEL-BOM,A320ceo,180,707,2.21,2.22,08:00,10:12,10:27,12.9,15.0,0,29,0.187,0.236,0.034,0.894,161,3114,5153,309.8,57.7,31.1,23.6,422.2,1331.0,908.8,0
2025-07-16,6E 2001,DEL-BOM,A321neo,232,707,2.28,2.55,08:00,10:16,10:37,10.8,21.2,0,42,0.538,0.486,0.134,0.824,191,2984,5818,372.3,76.6,34.5,19.8,503.1,1167.5,664.5,0
2025-07-25,6E 2002,DEL-BOM,A321neo,232,707,2.3,2.49,10:30,12:47,13:17,17.2,29.7,0,43,0.445,0.357,0.028,0.85,197,3740,5694,353.3,74.8,33.7,18.7,480.5,1264.4,783.8,0
2025-02-20,6E 2003,DEL-BOM,A321neo,232,707,2.22,2.31,13:00,15:13,15:12,-2.6,-0.9,1,42,0.229,0.057,0.098,0.806,187,2662,5273,363.7,69.4,31.2,29.6,494.0,1665.3,1171.4,0
2024-10-25,6E 2006,DEL-BOM,A321neo,232,707,2.22,2.26,20:30,22:43,22:49,9.4,6.0,1,35,0.133,0.428,0.189,0.974,226,4182,5155,340.1,67.7,30.5,23.2,461.4,1301.6,840.1,0
2025-03-17,6E 2000,DEL-BOM,A321neo,232,707,2.23,2.27,05:30,07:43,07:49,3.2,5.6,1,40,0.2,0.149,0.128,0.864,200,3523,5177,322.2,68.1,30.6,23.0,443.9,1311.6,867.7,0
2025-04-24,6E 2000,DEL-BOM,A320ceo,180,707,2.2,2.3,05:30,07:42,07:51,0.7,9.4,1,31,0.232,0.082,0.209,0.887,160,4155,5345,346.2,59.7,32.2,27.2,465.3,1166.1,700.8,0
2024-10-28,6E 2000,DEL-BOM,A321neo,232,707,2.22,2.12,05:30,07:43,07:34,1.3,-8.0,1,44,0.115,0.127,0.071,0.899,208,3756,4847,360.1,63.7,28.7,17.8,470.4,1135.8,665.5,0
2024-11-23,6E 2002,DEL-BOM,A321neo,232,707,2.23,2.45,10:30,12:43,13:01,7.0,18.0,0,32,0.219,0.249,0.087,0.779,181,3642,5589,408.8,73.5,33.1,15.3,530.7,944.3,413.6,0
2025-03-20,6E 2002,DEL-BOM,A320ceo,180,707,2.23,2.34,10:30,12:43,13:01,8.6,18.3,0,30,0.105,0.385,0.056,0.932,168,3381,5429,345.2,60.8,32.7,21.6,460.3,1171.5,711.3,0
2024-12-15,6E 2004,DEL-BOM,A320ceo,180,707,2.31,2.33,15:30,17:48,17:45,-3.0,-3.1,1,34,0.435,0.072,0.177,0.712,128,2850,5408,354.4,60.6,32.6,26.4,473.9,685.1,211.1,0
2025-04-08,6E 2005,DEL-BOM,A320neo,186,707,2.23,2.03,18:00,20:13,20:02,4.2,-8.0,1,31,0.157,0.411,0.159,0.881,164,3341,4285,297.1,56.8,24.3,20.4,398.5,1192.7,794.2,0
2025-03-30,6E 2000,DEL-BOM,A320ceo,180,707,2.21,2.38,05:30,07:42,08:01,6.0,18.5,0,35,0.188,0.086,0.039,0.752,135,2748,5532,339.6,62.0,33.4,18.4,453.3,1119.7,666.4,0
2024-11-21,6E 2005,DEL-BOM,A320neo,186,707,2.24,2.33,18:00,20:14,20:39,18.6,25.1,0,29,0.211,0.448,0.114,0.823,153,2959,4913,300.1,65.1,27.9,17.2,410.4,1045.9,635.5,0
2025-02-19,6E 2001,DEL-BOM,A320neo,186,707,2.22,2.26,08:00,10:12,10:17,3.9,5.0,1,37,0.202,0.295,0.186,0.885,165,3821,4781,347.6,63.3,27.1,15.8,453.9,1075.1,621.2,0
2025-07-08,6E 2002,DEL-BOM,A320ceo,180,707,2.27,2.37,10:30,12:46,13:00,5.7,13.9,1,34,0.546,0.256,0.242,0.736,133,3241,5515,374.0,61.7,33.2,27.4,496.3,752.3,255.9,0
2025-07-26,6E 2005,DEL-BOM,A320neo,186,707,2.28,2.23,18:00,20:16,20:20,7.5,3.5,1,38,0.36,0.295,0.07,0.839,156,2601,4715,343.9,62.6,26.8,22.8,456.1,1147.3,691.2,0
2025-04-12,6E 2001,DEL-BOM,A320ceo,180,707,2.23,2.08,08:00,10:13,10:12,6.0,-1.0,1,37,0.197,0.313,-0.015,0.829,149,2866,4830,312.2,54.1,29.1,19.1,414.5,1262.2,847.7,0
2025-03-18,6E 2006,DEL-BOM,A321neo,232,707,2.21,2.52,20:30,22:42,23:08,8.8,25.7,0,45,0.198,0.382,0.014,0.859,199,3270,5741,418.4,75.5,34.0,15.1,543.0,1091.2,548.2,0
2025-02-27,6E 2004,DEL-BOM,A320neo,186,707,2.21,2.29,15:30,17:42,17:58,14.0,16.4,0,27,0.174,0.134,0.089,0.779,145,3122,4838,316.4,64.1,27.5,21.9,429.9,1221.9,792.0,0
2025-07-17,6E 2001,DEL-BOM,A320ceo,180,707,2.26,2.18,08:00,10:15,10:31,18.5,15.6,0,41,0.273,0.443,0.077,0.769,138,2768,5055,330.4,56.6,30.5,27.3,444.8,742.6,297.8,0
2024-11-05,6E 2007,DEL-BOM,A320ceo,180,707,2.24,2.46,23:00,01:14,01:32,4.5,17.5,0,35,0.246,0.244,0.121,0.841,151,3153,5721,366.7,64.0,34.5,18.2,483.4,1030.9,547.4,0
2025-06-19,6E 2006,DEL-BOM,A320ceo,180,707,2.25,2.34,20:30,22:45,22:51,5.1,6.3,1,30,0.187,0.186,-0.028,0.841,151,3270,5432,343.4,60.8,32.7,16.9,453.8,1329.7,875.8,0
2025-02-21,6E 2001,DEL-BOM,A320ceo,180,707,2.2,2.32,08:00,10:12,10:14,-0.5,2.4,1,36,0.082,0.407,0.114,0.89,160,2438,5378,360.9,60.3,32.5,22.5,476.2,916.1,440.0,0
2025-02-13,6E 2004,DEL-BOM,A321neo,232,707,2.24,2.28,15:30,17:44,17:50,5.8,5.7,1,43,0.059,0.116,0.029,0.79,183,3535,5208,390.3,68.5,30.8,16.3,505.9,1083.6,577.7,0
2025-03-30,6E 2003,DEL-BOM,A320neo,186,707,2.24,2.19,13:00,15:14,15:12,1.7,-1.9,1,45,0.121,0.129,0.09,0.811,151,2764,4618,305.0,61.3,26.3,16.4,408.9,818.0,409.1,0
2024-10-04,6E 2006,DEL-BOM,A321neo,232,707,2.22,2.2,20:30,22:43,22:52,8.0,9.4,1,45,0.248,0.403,0.21,0.874,203,4013,5028,303.4,66.0,29.7,17.8,416.9,1470.4,1053.5,0
2025-02-04,6E 2001,DEL-BOM,A320ceo,180,707,2.23,2.25,08:00,10:13,10:20,7.7,6.8,1,36,0.084,0.353,0.06,0.744,134,2699,5212,374.3,58.4,31.4,18.0,482.1,881.2,399.1,0
2025-03-28,6E 2006,DEL-BOM,A321neo,232,707,2.2,2.3,20:30,22:42,22:58,9.6,16.3,0,37,0.208,0.276,-0.08,0.892,207,3144,5243,322.5,69.0,31.0,20.6,443.1,1076.5,633.4,0
2025-07-17,6E 2005,DEL-BOM,A321neo,232,707,2.27,2.53,18:00,20:16,20:46,14.9,30.4,0,34,0.328,0.401,0.202,0.782,181,3966,5773,423.7,75.8,34.1,16.6,550.2,936.8,386.5,0
2024-10-16,6E 2000,DEL-BOM,A320neo,186,707,2.21,2.25,05:30,07:42,07:47,1.6,5.4,1,37,0.054,0.071,-0.005,0.881,164,2113,4754,307.2,63.1,27.1,18.3,415.7,1328.5,912.8,0
2025-07-26,6E 2000,DEL-BOM,A321neo,232,707,2.26,2.19,05:30,07:45,07:57,20.7,11.9,1,42,0.551,0.112,0.14,0.867,201,3062,5000,303.6,65.8,29.6,26.3,425.2,1140.7,715.4,0
2025-05-31,6E 2003,DEL-BOM,A321neo,232,707,2.21,2.23,13:00,15:12,15:18,8.4,6.5,1,38,0.116,0.179,-0.172,0.764,177,3196,5083,354.8,66.9,30.1,20.2,471.9,1542.8,1070.9,0
2024-10-09,6E 2007,DEL-BOM,A321neo,232,707,2.26,2.14,23:00,01:15,01:01,-5.0,-8.0,1,39,0.181,0.071,0.052,0.891,207,4233,4893,356.3,64.3,28.9,28.0,477.5,1670.8,1193.2,0
2025-07-15,6E 2004,DEL-BOM,A320neo,186,707,2.27,2.29,15:30,17:46,17:58,12.8,12.6,1,37,0.529,0.216,0.066,0.884,164,2678,4823,359.0,64.0,27.4,26.4,476.9,1194.4,717.5,0
2025-04-27,6E 2001,DEL-BOM,A320ceo,180,707,2.22,2.3,08:00,10:13,10:36,13.1,23.5,0,30,0.137,0.402,0.052,0.864,155,2704,5342,344.3,59.9,32.2,20.2,456.5,1187.1,730.6,0
2024-10-04,6E 2001,DEL-BOM,A321neo,232,707,2.23,2.3,08:00,10:13,10:33,12.9,19.6,0,39,0.186,0.373,0.135,0.963,223,4788,5249,386.3,68.9,31.0,17.1,503.2,1530.4,1027.2,0
2025-01-01,6E 2003,DEL-BOM,A320ceo,180,707,2.33,2.48,13:00,15:19,15:36,14.9,17.1,0,31,0.436,0.219,0.203,0.869,156,3045,5749,411.8,64.4,34.7,17.3,528.2,1155.2,627.0,0
2025-08-06,6E 2006,DEL-BOM,A320neo,186,707,2.31,2.33,20:30,22:48,22:52,6.4,3.4,1,33,0.416,0.307,0.164,0.889,165,2532,4906,295.0,65.1,27.9,29.6,417.6,955.2,537.6,0
2025-06-27,6E 2007,DEL-BOM,A320neo,186,707,2.24,2.14,23:00,01:14,01:05,0.1,-8.0,1,32,0.097,0.13,0.14,0.942,175,2847,4511,329.5,59.8,25.6,16.5,431.5,1027.9,596.4,0
2025-03-29,6E 2000,DEL-BOM,A320ceo,180,707,2.23,2.29,05:30,07:43,07:44,1.9,0.7,1,46,0.067,0.164,0.151,0.847,152,4001,5330,373.4,59.6,32.1,21.3,486.4,999.0,512.6,0
2025-02-04,6E 2006,DEL-BOM,A321neo,232,707,2.22,2.34,20:30,22:43,23:06,18.3,23.6,0,43,0.198,0.495,0.165,0.834,194,2711,5337,359.0,70.3,31.6,21.5,482.5,1131.5,649.0,0
2025-05-07,6E 2005,DEL-BOM,A320ceo,180,707,2.25,2.27,18:00,20:15,20:21,4.2,6.7,1,33,0.06,0.478,-0.03,0.876,158,2968,5275,327.6,59.1,31.8,25.6,444.0,1120.3,676.2,0
2024-10-13,6E 2006,DEL-BOM,A320neo,186,707,2.25,2.15,20:30,22:45,22:44,4.4,-1.0,1,30,0.151,0.244,0.038,0.964,179,3244,4549,301.0,60.3,25.8,27.8,414.9,1559.2,1144.3,0
2024-09-22,6E 2004,DEL-BOM,A321neo,232,707,2.28,2.22,15:30,17:46,17:55,10.2,8.7,1,40,0.33,0.086,0.015,0.958,222,2810,5053,363.2,66.5,29.9,19.5,479.1,1620.2,1141.1,0
2025-04-04,6E 2003,DEL-BOM,A321neo,232,707,2.23,2.15,13:00,15:13,15:09,1.5,-4.7,1,42,0.199,0.184,0.106,0.914,212,4110,4913,355.9,64.5,29.0,28.1,477.6,1400.4,922.9,0
2025-06-03,6E 2006,DEL-BOM,A320ceo,180,707,2.21,2.27,20:30,22:42,23:01,16.7,19.0,0,32,0.243,0.405,0.4,0.884,159,3429,5283,329.8,59.1,31.8,23.8,444.6,1384.3,939.7,0
2025-01-13,6E 2006,DEL-BOM,A321neo,232,707,2.35,2.38,20:30,22:50,22:58,10.4,7.7,1,37,0.351,0.324,0.261,0.767,178,3104,5432,354.4,71.5,32.2,15.4,473.5,1061.0,587.6,0
2025-01-28,6E 2000,DEL-BOM,A320neo,186,707,2.4,2.55,05:30,07:53,08:04,3.4,10.7,1,36,0.546,0.204,0.156,0.951,177,3383,5384,400.9,71.3,30.6,24.3,527.1,1315.0,787.9,0
2025-08-07,6E 2000,DEL-BOM,A320neo,186,707,2.3,2.34,05:30,07:48,07:49,-1.6,1.8,1,34,0.462,0.167,0.016,0.926,172,3177,4943,327.2,65.5,28.1,26.8,447.6,933.4,485.8,0
2024-11-16,6E 2005,DEL-BOM,A320ceo,180,707,2.23,2.37,18:00,20:13,20:17,-1.4,3.9,1,38,0.216,0.208,-0.021,0.864,156,2903,5504,338.4,61.6,33.2,26.7,460.0,1096.7,636.7,0
2024-08-31,6E 2000,DEL-BOM,A320neo,186,707,2.27,2.43,05:30,07:45,08:00,7.4,14.5,1,39,0.473,0.173,0.14,0.795,148,2834,5131,357.9,68.1,29.2,19.6,474.8,770.6,295.8,0
2025-02-20,6E 2001,DEL-BOM,A321neo,232,707,2.26,2.23,08:00,10:15,10:30,14.8,15.1,0,40,0.199,0.368,0.146,0.793,184,2821,5081,309.2,66.9,30.1,27.2,433.3,1107.6,674.2,0
2024-10-15,6E 2000,DEL-BOM,A321neo,232,707,2.21,2.08,05:30,07:42,07:42,5.0,-0.3,1,31,0.164,0.196,-0.011,0.832,193,3382,4746,320.5,62.4,28.1,19.7,430.7,1645.3,1214.6,1
2025-03-26,6E 2000,DEL-BOM,A320ceo,180,707,2.22,2.29,05:30,07:43,07:58,11.5,15.4,0,37,0.104,0.225,0.157,0.868,156,2791,5305,387.2,59.4,32.0,15.3,494.0,1379.2,885.2,0
2024-12-07,6E 2000,DEL-BOM,A320neo,186,707,2.31,2.35,05:30,07:48,08:02,15.1,13.9,1,34,0.328,0.0,0.098,0.818,152,2647,4962,306.2,65.8,28.2,21.6,421.8,803.0,381.1,0
2024-12-26,6E 2006,DEL-BOM,A321neo,232,707,2.32,2.46,20:30,22:49,23:15,11.7,26.2,0,33,0.429,0.489,0.086,0.937,217,3312,5615,409.6,73.8,33.2,18.1,534.8,1870.4,1335.5,0
2025-04-15,6E 2000,DEL-BOM,A321neo,232,707,2.22,2.27,05:30,07:43,07:59,10.2,16.4,0,46,0.243,0.072,0.219,0.86,200,3972,5188,342.1,68.2,30.7,17.0,457.9,1356.0,898.1,0
2025-03-13,6E 2003,DEL-BOM,A320ceo,180,707,2.2,2.28,13:00,15:12,15:31,11.6,18.9,0,36,0.215,0.238,0.059,0.97,175,3494,5292,317.6,59.2,31.9,19.1,427.8,1489.9,1062.1,0
2024-10-17,6E 2003,DEL-BOM,A321neo,232,707,2.25,2.16,13:00,15:15,15:09,3.6,-6.2,1,49,0.157,0.195,0.117,0.91,211,3889,4923,360.4,64.7,29.1,22.7,476.9,1133.8,656.9,0
2024-11-26,6E 2006,DEL-BOM,A321neo,232,707,2.24,2.28,20:30,22:44,23:08,23.0,24.3,0,42,0.215,0.328,0.201,0.878,204,3620,5197,380.9,68.3,30.7,17.4,497.4,1753.9,1256.5,0
2025-01-29,6E 2002,DEL-BOM,A320neo,186,707,2.35,2.52,10:30,12:50,13:23,19.4,33.2,0,29,0.466,0.329,0.209,0.856,159,3148,5327,346.2,70.6,30.3,19.2,466.3,1142.6,676.3,0
2025-04-13,6E 2000,DEL-BOM,A320neo,186,707,2.25,2.43,05:30,07:45,08:00,6.9,14.8,1,38,0.183,0.196,-0.085,0.919,171,3573,5132,319.4,68.0,29.1,28.8,445.3,974.1,528.8,0
2025-01-12,6E 2003,DEL-BOM,A321neo,232,707,2.37,2.5,13:00,15:22,15:36,7.9,14.8,1,43,0.573,0.179,0.356,0.801,186,3939,5698,345.2,74.9,33.7,28.1,481.8,1116.3,634.4,0
2024-11-11,6E 2006,DEL-BOM,A320neo,186,707,2.21,2.19,20:30,22:42,22:45,6.2,2.8,1,29,0.198,0.428,-0.086,0.726,135,2111,4618,341.4,61.3,26.3,24.4,453.5,847.7,394.2,0
2024-12-10,6E 2000,DEL-BOM,A320ceo,180,707,2.39,2.6,05:30,07:53,08:16,13.6,23.2,0,34,0.546,0.215,0.157,0.771,139,2827,6032,377.0,67.6,36.4,24.7,505.6,1214.0,708.4,0
2024-09-17,6E 2006,DEL-BOM,A320ceo,180,707,2.26,2.39,20:30,22:45,22:56,6.9,11.0,1,38,0.464,0.268,-0.053,0.817,147,3111,5550,361.7,62.1,33.5,15.9,473.3,1084.9,611.7,0
2025-07-21,6E 2004,DEL-BOM,A320neo,186,707,2.28,2.4,15:30,17:47,18:03,1.8,16.1,0,41,0.432,0.159,0.069,0.859,160,2891,5070,344.3,67.2,28.8,24.7,465.1,1286.1,821.0,0
2024-12-11,6E 2003,DEL-BOM,A320ceo,180,707,2.31,2.42,13:00,15:18,15:31,6.0,13.2,1,33,0.408,0.17,0.156,0.879,158,2897,5621,391.2,63.0,33.9,21.5,509.5,1249.7,740.1,0
2025-02-22,6E 2001,DEL-BOM,A320ceo,180,707,2.25,2.16,08:00,10:14,10:14,7.8,-0.6,1,41,0.194,0.25,0.143,0.828,149,3104,5023,307.6,56.2,30.3,24.1,418.2,1104.2,686.0,0
2024-11-18,6E 2006,DEL-BOM,A321neo,232,707,2.24,2.16,20:30,22:44,22:48,8.7,4.0,1,42,0.122,0.447,0.17,0.891,207,4083,4936,326.4,64.8,29.2,21.5,441.9,1745.8,1303.9,0
2024-10-02,6E 2000,DEL-BOM,A321neo,232,707,2.2,2.05,05:30,07:42,07:40,8.7,-1.5,1,46,0.105,0.236,0.082,0.784,182,3154,4684,311.2,61.6,27.7,23.4,423.9,1448.1,1024.3,1
2025-01-21,6E 2006,DEL-BOM,A320neo,186,707,2.33,2.44,20:30,22:49,23:00,5.8,11.0,1,34,0.46,0.257,0.066,0.744,138,2913,5150,329.4,68.3,29.3,22.3,449.3,1049.1,599.8,0
2024-11-21,6E 2004,DEL-BOM,A320neo,186,707,2.21,2.29,15:30,17:42,17:56,8.9,14.3,1,35,0.054,0.089,0.097,0.893,166,2819,4829,318.3,64.0,27.4,16.6,426.4,964.6,538.2,0
2024-12-14,6E 2005,DEL-BOM,A320neo,186,707,2.38,2.71,18:00,20:22,20:43,6.5,20.7,0,33,0.685,0.322,0.132,0.854,159,2857,5715,421.2,75.8,32.5,15.6,545.1,863.7,318.5,0
